0.000000 0.407812 0.412355 0.412355 0.432598 0.432598 0.492948 0.494597 0.512478 0.512478 0.517687 0.586788 0.586788 0.633488 0.641028 0.641028 0.659051 0.659051 0.674790 0.717482
0.009994 0.406729 0.412219 0.413306 0.432622 0.432762 0.493083 0.494309 0.512467 0.512760 0.517553 0.586832 0.586958 0.632649 0.640845 0.641688 0.658789 0.659247 0.675244 0.716937
0.019975 0.404579 0.411825 0.415042 0.432717 0.433243 0.493485 0.493494 0.512436 0.513538 0.517172 0.586965 0.587462 0.630686 0.640290 0.643102 0.658109 0.659842 0.676502 0.715495
0.029933 0.402120 0.411205 0.416754 0.432944 0.434005 0.492265 0.494145 0.512386 0.514559 0.516701 0.587186 0.588286 0.628235 0.639359 0.644618 0.657233 0.660852 0.678348 0.713496
0.039855 0.399522 0.410404 0.418188 0.433395 0.435005 0.490739 0.495044 0.512321 0.514797 0.517068 0.587494 0.589406 0.625559 0.638057 0.645971 0.656353 0.662283 0.680584 0.711174
0.049727 0.396841 0.409465 0.419204 0.434175 0.436199 0.489007 0.496163 0.512249 0.513860 0.518604 0.587887 0.590794 0.622764 0.636408 0.647084 0.655579 0.664106 0.683077 0.708658
0.059537 0.394097 0.408426 0.419738 0.435344 0.437548 0.487129 0.497472 0.512179 0.512542 0.520485 0.588362 0.592417 0.619902 0.634455 0.647965 0.654952 0.666263 0.685741 0.706019
0.069270 0.391303 0.407316 0.419809 0.436891 0.439019 0.485144 0.498939 0.511025 0.512127 0.522521 0.588917 0.594240 0.617006 0.632251 0.648655 0.654473 0.668686 0.688523 0.703294
0.078911 0.388466 0.406160 0.419498 0.438748 0.440588 0.483075 0.500517 0.509369 0.512121 0.524656 0.589550 0.596219 0.614103 0.629852 0.649203 0.654123 0.671308 0.691385 0.700510
0.088443 0.385589 0.404975 0.418899 0.440834 0.442233 0.480938 0.502144 0.507614 0.512208 0.526865 0.590255 0.598296 0.611238 0.627305 0.649649 0.653879 0.674078 0.694299 0.697685
0.097851 0.382676 0.403774 0.418094 0.443083 0.443938 0.478741 0.503723 0.505794 0.512468 0.529131 0.591027 0.600330 0.608533 0.624651 0.650024 0.653719 0.676955 0.694789 0.697284
0.107116 0.379730 0.402567 0.417145 0.445444 0.445686 0.476493 0.503939 0.505111 0.513028 0.531445 0.591862 0.601703 0.606588 0.621922 0.650350 0.653624 0.679910 0.691904 0.700247
0.116221 0.376751 0.401361 0.416099 0.447461 0.447886 0.474199 0.502074 0.506154 0.514033 0.533799 0.592749 0.600706 0.607096 0.619149 0.650642 0.653581 0.682921 0.688987 0.703204
0.125145 0.373742 0.400163 0.414987 0.449244 0.450386 0.471870 0.500224 0.506785 0.515537 0.536187 0.593674 0.598196 0.609184 0.616359 0.650908 0.653578 0.685971 0.686051 0.700654
0.133871 0.370704 0.398975 0.413836 0.451004 0.452929 0.469526 0.498411 0.507075 0.517460 0.538605 0.594616 0.595363 0.611647 0.613586 0.651156 0.653607 0.683099 0.689037 0.697734
0.142381 0.367636 0.397802 0.412663 0.452689 0.455504 0.467211 0.496656 0.507140 0.519677 0.541048 0.592444 0.595530 0.610883 0.614235 0.651388 0.653660 0.680135 0.692016 0.694949
