0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151 0.009151
0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301 0.018301
0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452 0.027452
0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603 0.036603
0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753 0.045753
0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904 0.054904
0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054 0.064054
0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205 0.073205
0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356 0.082356
0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506 0.091506
0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657 0.100657
0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808 0.109808
0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958 0.118958
0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109 0.128109
0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260 0.137260
0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410 0.146410
0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561 0.155561
0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711 0.164711
0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862 0.173862
0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013 0.183013
0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163 0.192163
0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314 0.201314
0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465 0.210465
0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615 0.219615
0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766 0.228766
0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917 0.237917
0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067 0.247067
0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218 0.256218
0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368 0.265368
0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519 0.274519
0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670 0.283670
0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820 0.292820
0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971 0.301971
0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122 0.311122
0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272 0.320272
0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423 0.329423
0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573 0.338573
0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724 0.347724
0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875 0.356875
0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025 0.366025
0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070 0.373070
0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114 0.380114
0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158 0.387158
0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202 0.394202
0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246 0.401246
0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290 0.408290
0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335 0.415335
0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379 0.422379
0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423 0.429423
0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467 0.436467
0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511 0.443511
0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555 0.450555
0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600 0.457600
0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644 0.464644
0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688 0.471688
0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732 0.478732
0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776 0.485776
0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820 0.492820
0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864 0.499864
